enrollment_key,learner_key,course_key,term_key,program_key,is_course_passed,letter_grade,final_score,is_withdrawn,attendance_rate
506378,11131,5,3,2,FALSE,F,49.9,FALSE,0.75
506379,11131,1,3,2,TRUE,C,82.4,FALSE,0.66
506380,11131,11,4,2,TRUE,B,95.5,FALSE,0.79
506381,11132,7,2,1,TRUE,B,85.9,FALSE,0.59
506382,11132,10,2,1,TRUE,B,77.5,FALSE,0.7
506383,11132,5,2,1,FALSE,F,49.1,FALSE,0.76
506384,11132,11,3,1,TRUE,B,79.3,FALSE,0.58
506385,11132,8,3,1,TRUE,A,90.3,FALSE,0.64
506386,11132,12,3,1,TRUE,C,76.8,FALSE,0.75
506387,11132,4,4,1,FALSE,F,48.8,FALSE,0.92
506388,11132,1,4,1,TRUE,B,76.8,FALSE,0.72
506389,11132,3,4,1,TRUE,A,95.8,FALSE,0.92
506390,11133,2,2,1,TRUE,C,96.5,FALSE,0.86
506391,11133,4,2,1,TRUE,A,80.5,FALSE,0.71
506392,11133,7,2,1,TRUE,A,84.7,FALSE,0.74
506393,11133,5,3,1,TRUE,B,76.6,FALSE,0.93
506394,11133,9,3,1,TRUE,A,84.1,FALSE,0.77
506395,11133,6,3,1,FALSE,F,71.6,FALSE,0.91
506396,11133,13,4,1,TRUE,A,77.4,FALSE,0.85
506397,11133,10,4,1,FALSE,F,58.4,FALSE,0.57
506398,11133,11,4,1,TRUE,A,89.1,FALSE,0.68
506399,11133,3,5,1,FALSE,F,56.2,FALSE,0.7
506400,11133,12,5,1,TRUE,B,85.1,FALSE,0.66
506401,11133,8,5,1,TRUE,B,80.3,FALSE,0.65
506402,11134,9,6,5,TRUE,B,77.4,FALSE,0.94
506403,11134,12,6,5,FALSE,D,48.3,FALSE,0.6
506404,11134,10,7,5,TRUE,B,84.1,FALSE,0.57
506405,11134,11,7,5,TRUE,A,85.3,FALSE,0.84
506406,11135,9,4,1,TRUE,A,81.9,FALSE,0.58
506407,11135,2,4,1,TRUE,B,93.3,FALSE,0.56
506408,11135,8,5,1,TRUE,B,75.1,FALSE,0.99
506409,11135,12,5,1,FALSE,F,61.8,FALSE,0.73
506410,11135,11,6,1,FALSE,D,63.7,FALSE,0.89
506411,11135,3,6,1,FALSE,F,73.6,FALSE,0.96
506412,11135,13,7,1,TRUE,B,97.2,FALSE,0.92
506413,11135,4,7,1,TRUE,A,90.2,FALSE,0.68
506414,11136,1,4,1,TRUE,B,95.9,FALSE,0.92
506415,11136,9,4,1,TRUE,A,93.8,FALSE,0.55
506416,11136,12,5,1,TRUE,B,81.2,FALSE,0.99
506417,11136,4,5,1,FALSE,F,48.8,FALSE,0.72
506418,11136,8,6,1,TRUE,B,80.5,FALSE,0.72
506419,11136,6,6,1,TRUE,A,81.1,FALSE,0.88
506420,11136,13,7,1,TRUE,A,92.9,FALSE,0.86
506421,11136,5,7,1,TRUE,B,85.5,FALSE,0.7
506422,11136,10,8,1,TRUE,B,82.1,FALSE,0.72
506423,11136,3,8,1,FALSE,F,62.8,FALSE,0.57
506424,11137,4,8,2,TRUE,A,97.0,FALSE,0.92
506425,11137,11,8,2,TRUE,A,89.2,FALSE,0.74
506426,11137,2,8,2,TRUE,B,97.9,FALSE,0.56
506427,11137,8,9,2,TRUE,B,78.8,FALSE,0.58
506428,11137,3,9,2,TRUE,B,81.3,FALSE,0.85
506429,11137,5,9,2,TRUE,A,78.6,FALSE,0.74
506430,11137,6,10,2,TRUE,A,77.7,FALSE,0.9
506431,11137,7,10,2,FALSE,F,52.6,FALSE,0.7
506432,11137,1,10,2,TRUE,C,79.9,FALSE,0.59
506433,11138,4,6,1,TRUE,A,91.3,FALSE,0.72
506434,11138,6,6,1,TRUE,A,85.8,FALSE,0.71
506435,11138,9,7,1,TRUE,B,88.3,FALSE,0.6
506436,11138,10,7,1,TRUE,B,79.9,FALSE,0.88
506437,11138,1,8,1,TRUE,A,96.7,FALSE,0.89
506438,11138,13,8,1,TRUE,B,96.3,FALSE,0.62
506439,11138,11,9,1,TRUE,B,90.6,FALSE,0.75
506440,11138,3,9,1,FALSE,D,69.4,FALSE,0.68
506441,11139,14,6,4,TRUE,B,86.1,FALSE,0.72
506442,11139,15,6,4,TRUE,B,76.1,FALSE,0.96
506443,11139,8,7,4,FALSE,D,66.0,FALSE,0.66
506444,11139,16,7,4,TRUE,B,98.2,FALSE,0.8
506445,11140,12,4,2,TRUE,A,90.1,FALSE,0.66
506446,11140,3,4,2,TRUE,B,95.6,FALSE,0.86
506447,11140,11,4,2,TRUE,C,80.9,FALSE,0.94
506448,11140,4,5,2,TRUE,B,84.8,FALSE,0.6
506449,11140,2,5,2,TRUE,B,77.9,FALSE,0.91
506450,11140,7,5,2,TRUE,A,93.7,FALSE,0.79
506451,11141,12,5,5,TRUE,B,98.3,FALSE,0.65
506452,11141,9,5,5,FALSE,F,65.7,FALSE,0.92
506453,11141,11,5,5,TRUE,B,96.6,FALSE,0.56
506454,11141,10,6,5,TRUE,B,90.3,FALSE,0.91
506455,11142,11,4,2,TRUE,A,88.9,FALSE,0.82
506456,11142,4,4,2,TRUE,B,82.0,FALSE,0.71
506457,11142,8,4,2,TRUE,B,75.6,FALSE,0.82
506458,11142,7,5,2,TRUE,B,77.8,FALSE,0.66
506459,11142,1,5,2,TRUE,A,85.4,FALSE,0.8
506460,11142,6,5,2,TRUE,C,77.8,FALSE,0.97
506461,11142,5,6,2,TRUE,B,94.2,FALSE,0.77
506462,11142,2,6,2,TRUE,B,89.4,FALSE,0.83
506463,11142,3,6,2,TRUE,B,79.3,FALSE,0.65
506464,11142,12,7,2,TRUE,B,80.2,FALSE,0.98
506465,11143,16,8,3,TRUE,A,90.2,FALSE,0.81
506466,11143,14,8,3,TRUE,B,82.8,FALSE,0.89
506467,11143,15,9,3,TRUE,B,98.4,FALSE,0.58
506468,11144,16,9,4,TRUE,C,84.5,FALSE,0.94
506469,11144,14,9,4,TRUE,B,88.9,FALSE,0.75
506470,11144,8,9,4,TRUE,C,88.1,FALSE,0.83
506471,11145,16,6,4,TRUE,B,89.0,FALSE,0.91
506472,11145,15,6,4,TRUE,A,81.4,FALSE,0.74
506473,11145,14,6,4,TRUE,C,81.0,FALSE,0.65
506474,11145,8,7,4,TRUE,A,76.1,FALSE,0.99
506475,11146,6,6,2,TRUE,B,85.5,FALSE,0.61
506476,11146,12,6,2,FALSE,D,50.9,FALSE,0.76
506477,11146,8,7,2,TRUE,B,79.1,FALSE,0.64
506478,11146,7,7,2,TRUE,A,86.6,FALSE,0.88
506479,11146,2,8,2,TRUE,B,81.7,FALSE,0.97
506480,11146,1,8,2,TRUE,B,85.0,FALSE,0.75
506481,11146,3,9,2,TRUE,C,79.7,FALSE,0.59
506482,11146,4,9,2,TRUE,B,87.8,FALSE,0.63
506483,11146,5,10,2,TRUE,C,86.4,FALSE,0.56
506484,11146,11,10,2,TRUE,B,90.5,FALSE,0.67
506485,11147,8,3,1,TRUE,C,98.2,FALSE,0.91
506486,11147,3,3,1,TRUE,C,76.6,FALSE,0.83
506487,11147,10,3,1,TRUE,B,91.1,FALSE,0.68
506488,11148,6,8,1,TRUE,B,94.5,FALSE,0.65
506489,11148,8,8,1,TRUE,A,95.0,FALSE,0.67
506490,11149,7,5,1,TRUE,A,90.6,FALSE,0.9
506491,11149,1,5,1,TRUE,A,93.9,FALSE,0.67
506492,11149,3,6,1,FALSE,D,50.1,FALSE,0.77
506493,11149,5,6,1,TRUE,B,79.4,FALSE,0.64
506494,11149,6,7,1,TRUE,A,84.8,FALSE,0.64
506495,11149,10,7,1,TRUE,C,92.5,FALSE,0.61
506496,11150,11,3,2,TRUE,A,87.8,FALSE,0.97
506497,11150,4,3,2,FALSE,F,58.5,FALSE,0.73
506498,11150,6,4,2,TRUE,B,80.9,FALSE,0.58
506499,11150,7,4,2,TRUE,B,93.2,FALSE,0.73
506500,11150,12,5,2,FALSE,F,61.0,FALSE,0.76
506501,11150,1,5,2,TRUE,B,91.6,FALSE,0.79
506502,11151,11,8,5,FALSE,D,63.5,FALSE,0.77
506503,11151,10,8,5,TRUE,C,87.7,FALSE,0.66
506504,11151,12,9,5,TRUE,C,80.3,FALSE,0.79
506505,11151,9,9,5,TRUE,A,88.6,FALSE,0.9
506506,11152,1,3,1,TRUE,B,85.1,FALSE,0.88
506507,11152,7,3,1,TRUE,A,98.2,FALSE,0.57
506508,11152,6,4,1,TRUE,B,82.2,FALSE,0.74
506509,11152,10,4,1,TRUE,B,77.1,FALSE,0.91
506510,11153,15,2,3,TRUE,B,94.6,FALSE,0.77
506511,11153,14,2,3,FALSE,D,65.9,FALSE,0.72
506512,11153,16,2,3,FALSE,F,50.2,FALSE,0.93
506513,11154,3,9,1,TRUE,B,82.4,FALSE,0.73
506514,11154,10,9,1,TRUE,C,85.8,FALSE,0.99
506515,11154,4,10,1,TRUE,A,76.7,FALSE,0.91
506516,11154,6,10,1,FALSE,D,59.9,FALSE,0.56
506517,11154,12,11,1,TRUE,C,89.7,FALSE,0.86
506518,11154,13,11,1,TRUE,B,84.8,FALSE,0.94
506519,11155,10,6,6,TRUE,B,91.8,FALSE,0.8
506520,11155,16,6,6,TRUE,B,98.0,FALSE,0.73
506521,11155,15,6,6,TRUE,B,91.2,FALSE,0.88
506522,11155,14,7,6,TRUE,A,85.0,FALSE,0.96
506523,11156,2,2,1,TRUE,B,98.1,FALSE,0.66
506524,11156,1,2,1,TRUE,B,98.4,FALSE,0.96
506525,11156,12,3,1,TRUE,B,82.0,FALSE,0.94
506526,11156,3,3,1,TRUE,B,79.6,FALSE,0.95
506527,11156,13,4,1,TRUE,B,81.8,FALSE,0.67
506528,11156,7,4,1,FALSE,D,57.3,FALSE,0.77
506529,11156,10,5,1,TRUE,B,77.9,FALSE,0.92
506530,11156,8,5,1,TRUE,B,83.0,FALSE,0.8
506531,11156,11,6,1,TRUE,A,96.9,FALSE,0.88
506532,11156,4,6,1,TRUE,B,85.5,FALSE,0.64
506533,11156,6,7,1,TRUE,A,82.0,FALSE,0.93
506534,11156,5,7,1,TRUE,A,94.7,FALSE,0.69
506535,11157,16,6,4,TRUE,B,89.7,FALSE,0.97
506536,11157,14,6,4,TRUE,B,84.0,FALSE,0.94
506537,11157,15,6,4,FALSE,F,58.9,FALSE,0.83
506538,11157,8,7,4,TRUE,A,97.0,FALSE,0.94
506539,11158,12,4,5,FALSE,D,51.4,FALSE,0.56
506540,11158,9,4,5,TRUE,B,94.1,FALSE,0.68
506541,11158,11,4,5,TRUE,B,76.0,FALSE,0.72
506542,11158,10,5,5,TRUE,B,82.7,FALSE,0.78
506543,11159,15,5,3,FALSE,D,48.3,FALSE,0.85
506544,11159,16,5,3,TRUE,B,93.8,FALSE,0.58
506545,11159,14,5,3,TRUE,B,98.8,FALSE,0.64
506546,11160,15,3,6,TRUE,C,93.7,FALSE,0.74
506547,11160,10,3,6,TRUE,C,77.8,FALSE,0.94
506548,11160,14,4,6,TRUE,A,79.6,FALSE,0.75
506549,11160,16,4,6,TRUE,A,94.3,FALSE,0.68
506550,11161,14,2,6,TRUE,B,87.2,FALSE,0.65
506551,11161,10,2,6,TRUE,B,96.5,FALSE,0.94
506552,11161,15,2,6,TRUE,B,82.9,FALSE,0.93
506553,11161,16,3,6,TRUE,A,84.4,FALSE,0.72
506554,11162,9,5,1,TRUE,B,97.9,FALSE,0.73
506555,11162,13,5,1,TRUE,C,88.1,FALSE,0.92
506556,11162,11,6,1,FALSE,D,60.3,FALSE,0.78
506557,11162,8,6,1,FALSE,F,50.9,FALSE,0.64
506558,11162,12,7,1,TRUE,B,97.5,FALSE,0.75
506559,11162,10,7,1,TRUE,C,78.3,FALSE,0.73
506560,11162,2,8,1,TRUE,B,96.1,FALSE,0.83
506561,11162,6,8,1,TRUE,C,78.8,FALSE,0.95
506562,11162,1,9,1,TRUE,C,75.5,FALSE,0.86
506563,11162,7,9,1,TRUE,A,97.7,FALSE,0.86
506564,11163,16,2,4,TRUE,B,95.0,FALSE,0.82
506565,11163,15,2,4,FALSE,F,49.1,FALSE,0.7
506566,11163,8,2,4,TRUE,B,95.4,FALSE,0.77
506567,11163,14,3,4,TRUE,C,76.4,FALSE,0.64
506568,11164,5,7,1,TRUE,B,86.7,FALSE,0.98
506569,11164,2,7,1,TRUE,B,89.5,FALSE,0.85
506570,11164,10,7,1,TRUE,C,92.8,FALSE,0.98
506571,11165,12,5,2,TRUE,A,89.0,FALSE,0.91
506572,11165,3,5,2,FALSE,D,64.0,FALSE,0.67
506573,11165,11,5,2,FALSE,D,52.3,FALSE,0.96
506574,11165,6,6,2,TRUE,B,97.2,FALSE,0.61
506575,11165,1,6,2,TRUE,B,85.7,FALSE,0.68
506576,11165,4,6,2,FALSE,D,65.8,FALSE,0.77
506577,11165,2,7,2,TRUE,B,87.5,FALSE,0.82
506578,11165,8,7,2,TRUE,A,89.5,FALSE,0.78
506579,11165,7,7,2,TRUE,B,85.2,FALSE,0.96
506580,11166,12,3,1,TRUE,B,82.0,FALSE,0.68
506581,11166,8,3,1,TRUE,B,85.9,FALSE,0.69
506582,11166,10,3,1,TRUE,B,78.6,FALSE,0.74
506583,11166,3,4,1,FALSE,D,56.8,FALSE,0.92
506584,11166,13,4,1,FALSE,F,60.5,FALSE,0.76
506585,11166,7,4,1,TRUE,A,95.9,FALSE,0.82
506586,11166,11,5,1,TRUE,A,84.2,FALSE,0.66
506587,11166,1,5,1,TRUE,A,98.6,FALSE,0.65
506588,11166,6,5,1,TRUE,B,97.8,FALSE,0.86
506589,11166,4,6,1,TRUE,C,75.4,FALSE,0.84
506590,11166,9,6,1,TRUE,A,86.5,FALSE,0.95
506591,11166,2,6,1,TRUE,A,75.7,FALSE,0.81
506592,11166,5,7,1,TRUE,B,80.2,FALSE,0.83
506593,11167,3,3,1,FALSE,D,58.6,FALSE,0.73
506594,11167,9,3,1,TRUE,B,93.4,FALSE,0.74
506595,11167,1,4,1,TRUE,A,80.6,FALSE,0.89
506596,11167,2,4,1,TRUE,A,94.0,FALSE,0.66
506597,11167,4,5,1,TRUE,B,78.4,FALSE,0.61
506598,11167,13,5,1,TRUE,B,89.8,FALSE,0.69
506599,11167,12,6,1,TRUE,B,84.7,FALSE,0.91
506600,11167,5,6,1,TRUE,A,86.7,FALSE,0.9
506601,11168,16,3,3,TRUE,A,97.9,FALSE,0.92
506602,11168,15,3,3,TRUE,B,90.6,FALSE,0.6
506603,11168,14,4,3,TRUE,A,86.2,FALSE,0.57
506604,11169,15,8,3,TRUE,B,95.7,FALSE,0.66
506605,11169,14,8,3,TRUE,B,87.2,FALSE,0.55
506606,11169,16,8,3,FALSE,F,65.8,FALSE,0.92
506607,11170,10,1,6,FALSE,D,64.7,FALSE,0.79
506608,11170,15,1,6,TRUE,A,89.4,FALSE,0.97
506609,11170,14,2,6,TRUE,A,96.0,FALSE,0.59
506610,11170,16,2,6,TRUE,B,78.2,FALSE,0.56
506611,11171,10,5,6,TRUE,B,87.3,FALSE,0.86
506612,11171,15,5,6,TRUE,B,85.2,FALSE,0.99
506613,11171,14,6,6,TRUE,B,94.5,FALSE,0.75
506614,11171,16,6,6,TRUE,B,97.9,FALSE,0.88
506615,11172,15,6,3,TRUE,B,82.9,FALSE,0.69
506616,11172,16,6,3,TRUE,B,77.2,FALSE,0.67
506617,11172,14,7,3,TRUE,B,84.4,FALSE,0.59
506618,11173,2,6,1,TRUE,C,76.5,FALSE,0.97
506619,11173,5,6,1,TRUE,C,96.3,FALSE,0.63
506620,11174,1,3,2,TRUE,C,76.5,FALSE,0.91
506621,11174,12,3,2,TRUE,B,93.2,FALSE,0.88
506622,11174,5,4,2,TRUE,B,91.2,FALSE,0.67
506623,11174,11,4,2,TRUE,B,76.8,FALSE,0.97
506624,11174,4,5,2,TRUE,C,89.8,FALSE,0.99
506625,11174,8,5,2,TRUE,B,77.7,FALSE,0.86
506626,11175,8,4,4,TRUE,C,79.3,FALSE,0.87
506627,11175,15,4,4,TRUE,B,78.0,FALSE,0.85
506628,11175,14,5,4,TRUE,A,93.0,FALSE,0.77
506629,11175,16,5,4,TRUE,A,77.0,FALSE,0.9
506630,11176,12,6,1,FALSE,D,71.0,FALSE,0.56
506631,11176,13,6,1,TRUE,A,87.9,FALSE,0.85
506632,11176,7,7,1,FALSE,D,57.1,FALSE,0.9
506633,11176,11,7,1,TRUE,A,83.4,FALSE,0.58
506634,11176,1,8,1,TRUE,C,90.9,FALSE,0.74
506635,11176,3,8,1,FALSE,D,73.0,FALSE,0.9
506636,11176,10,9,1,TRUE,A,90.3,FALSE,0.7
506637,11176,4,9,1,TRUE,B,80.6,FALSE,0.79
506638,11176,2,10,1,TRUE,B,80.5,FALSE,0.9
506639,11176,6,10,1,TRUE,A,95.0,FALSE,0.8
506640,11177,4,8,1,TRUE,A,88.4,FALSE,0.56
506641,11177,11,8,1,TRUE,B,91.4,FALSE,0.56
506642,11178,16,8,6,TRUE,A,90.2,FALSE,0.89
506643,11178,15,8,6,TRUE,A,84.3,FALSE,0.95
506644,11178,10,9,6,TRUE,B,93.5,FALSE,0.87
506645,11178,14,9,6,TRUE,B,92.4,FALSE,0.92
506646,11179,12,3,1,TRUE,A,81.9,FALSE,0.56
506647,11179,13,3,1,TRUE,B,76.9,FALSE,0.78
506648,11179,1,3,1,TRUE,B,85.7,FALSE,0.79
506649,11179,2,4,1,TRUE,A,96.1,FALSE,0.86
506650,11179,4,4,1,TRUE,C,86.6,FALSE,0.94
506651,11179,3,4,1,TRUE,B,89.5,FALSE,0.64
506652,11179,11,5,1,TRUE,B,76.7,FALSE,0.8
506653,11179,7,5,1,TRUE,B,90.1,FALSE,0.94
506654,11179,6,5,1,TRUE,C,82.0,FALSE,0.86
506655,11179,8,6,1,FALSE,D,59.9,FALSE,0.7
506656,11179,10,6,1,TRUE,C,91.1,FALSE,0.89
506657,11179,5,6,1,TRUE,A,75.1,FALSE,0.96
506658,11179,9,7,1,TRUE,C,97.5,FALSE,0.78
506659,11180,9,5,5,FALSE,F,63.3,FALSE,0.85
506660,11180,10,5,5,FALSE,F,57.0,FALSE,0.57
506661,11180,12,5,5,TRUE,A,96.5,FALSE,0.95
506662,11180,11,6,5,TRUE,A,80.0,FALSE,0.83
506663,11181,14,8,6,TRUE,A,79.6,FALSE,0.57
506664,11181,15,8,6,TRUE,B,94.1,FALSE,0.56
506665,11181,10,8,6,TRUE,B,90.3,FALSE,0.77
506666,11181,16,9,6,TRUE,C,90.7,FALSE,0.85
506667,11182,15,2,3,FALSE,D,53.2,FALSE,0.77
506668,11182,16,2,3,TRUE,C,91.3,FALSE,0.58
506669,11182,14,3,3,TRUE,B,94.3,FALSE,0.97
506670,11183,16,4,4,TRUE,A,81.6,FALSE,1.0
506671,11183,15,4,4,TRUE,B,88.8,FALSE,0.63
506672,11183,14,4,4,TRUE,C,83.8,FALSE,0.87
506673,11183,8,5,4,TRUE,C,77.6,FALSE,0.96
506674,11184,15,8,3,FALSE,F,67.4,FALSE,0.84
506675,11184,16,8,3,TRUE,B,79.3,FALSE,0.62
506676,11184,14,8,3,TRUE,B,76.1,FALSE,0.68
506677,11185,3,7,2,TRUE,A,90.9,FALSE,0.73
506678,11185,11,7,2,FALSE,D,51.5,FALSE,0.72
506679,11185,6,7,2,TRUE,B,98.7,FALSE,0.6
506680,11185,4,8,2,TRUE,A,94.0,FALSE,0.74
506681,11185,8,8,2,TRUE,B,80.7,FALSE,0.79
506682,11185,1,8,2,TRUE,B,78.9,FALSE,0.61
506683,11186,13,2,1,FALSE,F,50.5,FALSE,0.88
506684,11186,10,2,1,TRUE,C,81.5,FALSE,0.94
506685,11186,7,2,1,TRUE,C,82.9,FALSE,0.72
506686,11186,4,3,1,TRUE,A,85.8,FALSE,0.95
506687,11186,9,3,1,TRUE,C,80.4,FALSE,0.76
506688,11186,6,3,1,TRUE,C,90.2,FALSE,0.96
506689,11186,5,4,1,TRUE,A,97.4,FALSE,0.93
506690,11186,11,4,1,FALSE,F,63.4,FALSE,0.88
506691,11186,3,4,1,TRUE,B,87.7,FALSE,0.87
506692,11186,8,5,1,TRUE,A,78.9,FALSE,0.79
506693,11186,12,5,1,TRUE,A,95.1,FALSE,0.67
506694,11186,1,5,1,TRUE,B,81.3,FALSE,0.63
506695,11186,2,6,1,TRUE,A,95.4,FALSE,0.56
506696,11187,13,6,1,TRUE,A,78.3,FALSE,0.6
506697,11187,1,6,1,TRUE,C,78.4,FALSE,0.64
506698,11187,10,6,1,TRUE,B,94.4,FALSE,0.62
506699,11187,4,7,1,TRUE,B,98.0,FALSE,0.98
506700,11187,9,7,1,TRUE,B,95.8,FALSE,0.9
506701,11187,2,7,1,FALSE,D,73.0,FALSE,0.8
506702,11187,3,8,1,TRUE,C,94.5,FALSE,0.56
506703,11187,12,8,1,TRUE,B,87.4,FALSE,0.95
506704,11187,5,8,1,FALSE,D,52.4,FALSE,0.78
506705,11187,11,9,1,TRUE,A,91.9,FALSE,0.58
506706,11187,6,9,1,TRUE,B,91.4,FALSE,0.97
506707,11187,8,9,1,TRUE,B,77.4,FALSE,0.6
506708,11188,16,4,3,TRUE,C,96.6,FALSE,0.94
506709,11188,14,4,3,TRUE,A,96.6,FALSE,0.96
506710,11188,15,4,3,TRUE,B,83.0,FALSE,0.77
506711,11189,14,4,3,FALSE,F,59.9,FALSE,0.97
506712,11189,15,4,3,TRUE,B,87.6,FALSE,0.67
506713,11190,10,4,6,TRUE,B,83.4,FALSE,0.93
506714,11190,15,4,6,TRUE,A,88.7,FALSE,0.84
506715,11190,14,5,6,TRUE,A,79.5,FALSE,0.69
506716,11190,16,5,6,TRUE,B,84.1,FALSE,0.93
506717,11191,14,1,3,TRUE,C,93.1,FALSE,0.92
506718,11191,15,1,3,TRUE,B,84.3,FALSE,0.57
506719,11191,16,2,3,TRUE,C,98.4,FALSE,0.66
506720,11192,15,8,4,TRUE,B,92.4,FALSE,0.71
506721,11192,14,8,4,TRUE,B,76.5,FALSE,0.91
506722,11193,5,4,1,TRUE,A,89.2,FALSE,0.87
506723,11193,8,4,1,TRUE,B,98.1,FALSE,0.99
506724,11193,11,4,1,TRUE,A,91.4,FALSE,0.65
506725,11193,3,5,1,TRUE,A,93.6,FALSE,0.73
506726,11193,1,5,1,TRUE,B,98.7,FALSE,0.86
506727,11193,9,5,1,TRUE,B,93.6,FALSE,0.63
506728,11194,8,8,4,FALSE,F,69.9,FALSE,0.56
506729,11194,16,8,4,TRUE,B,87.8,FALSE,0.97
506730,11194,15,8,4,TRUE,A,80.2,FALSE,0.67
506731,11194,14,9,4,TRUE,B,84.8,FALSE,0.75
506732,11195,13,8,1,TRUE,A,86.1,FALSE,0.59
506733,11195,5,8,1,TRUE,A,92.9,FALSE,0.56
506734,11195,6,8,1,TRUE,A,87.0,FALSE,0.82
506735,11196,11,4,1,TRUE,C,79.1,FALSE,0.82
506736,11196,6,4,1,TRUE,B,83.4,FALSE,0.91
506737,11196,12,4,1,TRUE,A,85.5,FALSE,0.65
506738,11197,11,1,5,TRUE,B,97.8,FALSE,0.96
506739,11197,9,1,5,TRUE,B,84.7,FALSE,0.55
506740,11197,12,1,5,TRUE,C,89.9,FALSE,0.66
506741,11197,10,2,5,TRUE,B,86.2,FALSE,0.87
506742,11198,6,8,2,TRUE,A,86.4,FALSE,0.76
506743,11198,2,8,2,TRUE,A,91.5,FALSE,0.83
506744,11198,1,8,2,TRUE,B,81.3,FALSE,0.56
506745,11198,12,9,2,TRUE,C,82.9,FALSE,0.56
506746,11198,4,9,2,TRUE,C,85.6,FALSE,0.7
506747,11198,11,9,2,TRUE,B,76.0,FALSE,0.74
506748,11198,8,10,2,TRUE,A,87.4,FALSE,0.65
506749,11198,7,10,2,TRUE,B,77.9,FALSE,0.75
506750,11198,5,10,2,TRUE,A,93.6,FALSE,0.71
506751,11198,3,11,2,,,,FALSE,0.9
506752,11199,7,2,1,TRUE,B,91.8,FALSE,0.69
506753,11199,10,2,1,TRUE,A,81.3,FALSE,0.84
506754,11200,8,1,1,TRUE,B,90.7,FALSE,0.78
506755,11200,7,1,1,TRUE,C,98.6,FALSE,0.55
506756,11200,3,1,1,FALSE,F,60.1,FALSE,0.61
506757,11200,13,2,1,TRUE,A,86.8,FALSE,0.96
506758,11200,9,2,1,TRUE,B,87.0,FALSE,0.64
506759,11200,4,2,1,TRUE,B,75.1,FALSE,0.59
506760,11200,6,3,1,TRUE,B,81.5,FALSE,0.96
506761,11200,5,3,1,TRUE,A,96.9,FALSE,0.85
506762,11200,12,3,1,FALSE,F,69.2,FALSE,0.62
506763,11200,1,4,1,TRUE,B,95.7,FALSE,0.92
506764,11200,2,4,1,TRUE,B,93.3,FALSE,0.8
506765,11200,11,4,1,TRUE,B,78.7,FALSE,0.66
506766,11200,10,5,1,TRUE,B,82.7,FALSE,0.84
506767,11201,14,7,3,TRUE,A,97.3,FALSE,0.8
506768,11201,15,7,3,TRUE,B,85.1,FALSE,0.57
506769,11201,16,7,3,FALSE,F,48.2,FALSE,0.85
506770,11202,3,5,2,TRUE,B,78.7,FALSE,0.94
506771,11202,5,5,2,TRUE,C,90.1,FALSE,0.85
506772,11202,4,5,2,TRUE,A,76.2,FALSE,0.55
506773,11202,7,6,2,FALSE,F,74.0,FALSE,0.95
506774,11202,12,6,2,TRUE,A,92.7,FALSE,0.64
506775,11202,6,6,2,TRUE,C,86.2,FALSE,0.73
506776,11203,12,7,5,TRUE,A,98.5,FALSE,0.99
506777,11203,11,7,5,TRUE,A,76.4,FALSE,0.93
506778,11203,10,7,5,TRUE,C,78.0,FALSE,0.61
506779,11204,6,8,1,TRUE,B,79.8,FALSE,0.9
506780,11204,1,8,1,TRUE,C,88.0,FALSE,0.84
506781,11204,4,8,1,TRUE,A,83.4,FALSE,0.57
506782,11204,8,9,1,TRUE,A,93.6,FALSE,0.97
506783,11204,13,9,1,TRUE,B,95.4,FALSE,0.71
506784,11204,9,9,1,TRUE,B,78.6,FALSE,0.84
506785,11204,2,10,1,TRUE,C,90.7,FALSE,0.78
506786,11204,7,10,1,TRUE,A,96.3,FALSE,0.85
506787,11204,12,10,1,FALSE,D,56.5,FALSE,0.71
506788,11204,5,11,1,FALSE,F,63.5,FALSE,0.67
506789,11204,10,11,1,TRUE,C,76.4,FALSE,0.94
506790,11204,3,11,1,,,,FALSE,0.8
506791,11205,10,8,6,TRUE,B,93.7,FALSE,0.83
506792,11205,14,8,6,TRUE,B,77.3,FALSE,0.93
506793,11205,16,8,6,TRUE,A,76.9,FALSE,0.8
506794,11205,15,9,6,TRUE,C,77.9,FALSE,0.62
506795,11206,14,7,6,TRUE,B,81.5,FALSE,0.57
506796,11206,10,7,6,FALSE,D,70.9,FALSE,0.63
506797,11206,15,7,6,TRUE,B,87.4,FALSE,0.71
506798,11206,16,8,6,TRUE,B,75.5,FALSE,0.85
506799,11207,10,9,5,TRUE,B,75.5,FALSE,0.96
506800,11207,11,9,5,TRUE,C,80.0,FALSE,0.85
506801,11207,12,10,5,TRUE,A,82.7,FALSE,0.85
506802,11207,9,10,5,TRUE,C,82.9,FALSE,0.89
506803,11208,4,9,2,FALSE,F,66.3,FALSE,0.61
506804,11208,8,9,2,TRUE,B,95.6,FALSE,0.87
506805,11208,2,9,2,TRUE,C,90.5,FALSE,0.68
506806,11209,13,2,1,TRUE,B,81.5,FALSE,0.57
506807,11209,2,2,1,TRUE,B,94.4,FALSE,0.86
506808,11209,9,2,1,TRUE,B,95.1,FALSE,0.77
506809,11209,4,3,1,TRUE,A,84.3,FALSE,0.97
506810,11209,7,3,1,TRUE,A,83.0,FALSE,0.85
506811,11209,5,3,1,TRUE,A,97.7,FALSE,0.94
506812,11210,11,2,5,TRUE,C,86.0,FALSE,0.9
506813,11210,10,2,5,TRUE,B,75.3,FALSE,0.95
